Data_Venda,Categoria,Preco_Unitario,Desconto_Perc,Quantidade,Tempo_Entrega_Dias,Mes
2023-09-07,Beleza,"29,25","0,25",5,1,9
2023-01-10,Vestuário,"189,16","0,33",3,4,1
2023-09-03,Eletrônicos,"898,05","0,08",1,3,9
2023-11-21,Beleza,"89,28","0,37",6,4,11
2023-04-10,Beleza,"86,16","0,22",2,4,4
2023-10-17,Eletrônicos,"1646,32","0,12",1,5,10
2023-06-29,Vestuário,"153,41","0,17",4,4,6
2023-08-11,Beleza,"110,22","0,12",1,4,8
2023-09-07,Eletrônicos,"1363,94","0,29",5,6,9
2023-05-27,Livros,"80,39","0,32",4,3,5
2023-04-06,Vestuário,"140,44","0,33",5,2,4
2023-09-14,Eletrônicos,"1760,88","0,39",4,5,9
2023-11-21,Beleza,"40,36","0,32",5,6,11
2023-01-04,Vestuário,"184,3","0,24",2,6,1
2023-01-16,Vestuário,"115,34","0,14",4,5,1
2023-10-07,Eletrônicos,"1052,18","0,22",3,6,10
2023-12-02,Eletrônicos,"1370,82","0,02",2,6,12
2023-09-04,Casa e Decoração,"406,14","0,3",3,4,9
2023-09-15,Vestuário,"174,26","0,18",3,5,9
2023-06-09,Casa e Decoração,"211,38","0,01",2,5,6
2023-12-06,Beleza,"126,23","0,03",2,4,12
2023-06-01,Casa e Decoração,"259,94","0,15",3,6,6
2023-06-27,Eletrônicos,"969,81","0,23",3,4,6
2023-06-12,Vestuário,"175,52","0,19",5,4,6
2023-02-02,Livros,"55,7","0,25",4,1,2
2023-06-28,Beleza,"97,71","0,19",1,3,6
2023-04-11,Casa e Decoração,"134,34","0,26",4,3,4
2023-09-25,Vestuário,"161,37","0,09",3,4,9
2023-11-19,Vestuário,"158,71","0,05",1,3,11
2023-03-06,Beleza,"77,25","0,24",3,5,3
2023-06-17,Beleza,"38,15","0,19",3,6,6
2023-11-26,Casa e Decoração,"328,72","0,01",1,4,11
2023-02-12,Beleza,"89,07","0,15",2,3,2
2023-02-13,Beleza,"80,82","0,04",3,5,2
2023-10-12,Eletrônicos,"649,15","0,21",5,7,10
2023-01-12,Vestuário,"213,79","0,16",1,7,1
2023-04-05,Eletrônicos,"1008,34","0,25",3,2,4
2023-10-29,Eletrônicos,"1133,34","0,32",4,2,10
2023-09-10,Beleza,"29,76","0,12",3,2,9
2023-08-30,Vestuário,"213,79","0,38",7,3,8
2023-02-04,Vestuário,"131,34","0,21",2,5,2
2023-08-03,Eletrônicos,"1229,54","0,25",1,4,8
2023-12-03,Vestuário,"194,83","0,27",6,3,12
2023-03-31,Eletrônicos,"997,11","0,27",4,6,3
2023-09-21,Eletrônicos,"1488,97","0,2",1,5,9
2023-04-03,Casa e Decoração,"143,87","0,17",3,2,4
2023-03-31,Vestuário,"172,04","0,02",2,6,3
2023-04-25,Casa e Decoração,"507,22","0,01",1,5,4
2023-04-15,Eletrônicos,"1025,87","0,14",2,5,4
2023-07-15,Eletrônicos,"1535,66","0,13",2,4,7
2023-11-10,Vestuário,"223,36","0,16",5,4,11
2023-04-24,Casa e Decoração,"324,52","0,06",3,2,4
2023-03-16,Casa e Decoração,"316,25","0,3",6,6,3
2023-08-05,Vestuário,"114,07","0,34",3,3,8
2023-10-04,Vestuário,"129,61","0,38",5,3,10
2023-09-06,Beleza,"69,62","0,2",4,3,9
2023-06-13,Eletrônicos,"930,27","0,28",1,7,6
2023-12-23,Vestuário,"197,95","0,34",6,3,12
2023-07-11,Beleza,"70,25","0,17",4,6,7
2023-08-15,Casa e Decoração,"375,85","0,12",2,4,8
2023-06-26,Vestuário,"151,53","0,37",5,3,6
2023-04-09,Livros,"82,47","0,21",5,27,4
2023-02-05,Beleza,"77,42","0,2",3,4,2
2023-04-06,Vestuário,"165,25","0,07",3,4,4
2023-06-01,Casa e Decoração,"429,11","0,04",1,5,6
2023-05-31,Casa e Decoração,"498,97","0,34",5,4,5
2023-07-09,Vestuário,"129,29","0,25",4,4,7
2023-08-12,Vestuário,"125,28","0,13",5,3,8
2023-02-06,Vestuário,"107,53","0,08",1,3,2
2023-09-25,Casa e Decoração,"573,63","0,22",3,3,9
2023-07-02,Vestuário,"205,38","0,23",2,6,7
2023-01-13,Beleza,"88,94","0,08",1,4,1
2023-10-06,Casa e Decoração,"543,14","0,34",5,4,10
2023-08-05,Eletrônicos,"1169,44","0,03",2,4,8
2023-12-21,Casa e Decoração,"422,44","0,14",3,4,12
2023-12-27,Vestuário,"150,41","0,27",4,5,12
2023-10-13,Casa e Decoração,"389,78","0,11",1,4,10
2023-09-30,Casa e Decoração,"379,18","0,33",5,5,9
2023-03-03,Eletrônicos,"1072,5","0,3",2,7,3
2023-03-25,Vestuário,"193,7","0,32",3,3,3
2023-08-05,Eletrônicos,"1414,79","0,05",1,4,8
2023-12-08,Eletrônicos,"1508,31","0,06",1,5,12
2023-07-06,Vestuário,"162,81","0,11",1,7,7
2023-01-19,Vestuário,"113,74","0,21",5,3,1
2023-06-26,Livros,"85,64","0,3",3,2,6
2023-04-10,Vestuário,"139,5","0,33",4,4,4
2023-08-21,Vestuário,"164,56","0,28",4,4,8
2023-03-17,Casa e Decoração,"413,54","0,37",5,6,3
2023-09-22,Eletrônicos,"1307,23","0,3",3,5,9
2023-10-11,Livros,"73,73","0,12",1,23,10
2023-07-25,Casa e Decoração,"457,34","0,11",3,6,7
2023-08-11,Beleza,"84,38","0,28",4,3,8
2023-02-21,Eletrônicos,"1687,64","0,08",2,5,2
2023-12-05,Vestuário,"139,32","0,04",1,3,12
2023-05-24,Vestuário,"163,47","0,21",4,4,5
2023-03-10,Beleza,"80,31","0,33",6,2,3
2023-04-09,Eletrônicos,"997,96","0,04",1,3,4
2023-01-25,Vestuário,"191,77","0,32",5,7,1
2023-02-22,Livros,"106,83","0,32",3,2,2
2023-05-31,Vestuário,"135,53","0,19",4,4,5
2023-05-24,Vestuário,"198,61","0,02",3,6,5
2023-02-26,Eletrônicos,"1102,23","0,07",2,8,2
2023-02-08,Livros,"59,84","0,28",7,5,2
2023-04-19,Eletrônicos,"1727,28","0,28",3,5,4
2023-06-30,Beleza,"63,16","0,36",5,5,6
2023-02-11,Beleza,"56,55","0,23",7,6,2
2023-07-05,Eletrônicos,"1173,84","0,05",2,5,7
2023-08-11,Casa e Decoração,"416,37","0,05",1,4,8
2023-05-02,Eletrônicos,"1339,1","0,29",2,6,5
2023-05-13,Vestuário,"164,43","0,07",1,4,5
2023-06-12,Beleza,"90,85","0,13",3,2,6
2023-08-03,Beleza,"109,66","0,19",4,2,8
2023-08-09,Casa e Decoração,"58,63","0,01",2,4,8
2023-08-23,Vestuário,"119,97","0,1",1,5,8
2023-11-27,Eletrônicos,"1171,92","0,16",1,6,11
2023-05-26,Eletrônicos,"1411,36","0,11",1,5,5
2023-08-27,Eletrônicos,"1646,93","0,05",1,16,8
2023-03-17,Eletrônicos,"934,47","0,29",3,6,3
2023-01-09,Vestuário,"208,28","0,33",6,5,1
2023-03-15,Vestuário,"131,9","0,1",1,3,3
2023-09-10,Vestuário,"144,8","0,31",6,2,9
2023-08-18,Eletrônicos,"1374,43","0,15",3,6,8
2023-01-07,Vestuário,"141,87","0,2",3,1,1
2023-06-23,Beleza,"117,75","0,34",4,4,6
2023-05-21,Vestuário,"133,82","0,3",5,9,5
2023-06-17,Livros,"54,16","0,32",4,5,6
2023-06-19,Beleza,"116,3","0,05",1,4,6
2023-10-10,Eletrônicos,"971,06","0,03",1,2,10
2023-05-02,Beleza,"96,22","0,36",3,7,5
2023-07-13,Casa e Decoração,"183,95","0,16",1,6,7
2023-01-05,Casa e Decoração,"531,96","0,12",2,6,1
2023-01-29,Vestuário,"198,26","0,29",5,4,1
2023-06-14,Vestuário,260,"0,33",4,5,6
2023-12-05,Vestuário,"203,53","0,34",5,4,12
2023-05-16,Vestuário,"104,81","0,13",1,3,5
2023-12-31,Casa e Decoração,"416,86","0,34",5,6,12
2023-11-17,Casa e Decoração,"258,2","0,02",2,4,11
2023-12-08,Vestuário,"213,12","0,02",2,5,12
2023-05-25,Beleza,"62,47","0,25",4,4,5
2023-11-23,Eletrônicos,"855,25","0,03",1,5,11
2023-08-05,Eletrônicos,"717,06","0,13",2,4,8
2023-10-28,Beleza,"77,79","0,27",5,4,10
2023-05-12,Vestuário,"122,42","0,13",3,5,5
2023-10-19,Eletrônicos,"821,51","0,07",1,9,10
2023-03-11,Eletrônicos,"1796,94","0,11",1,6,3
2023-09-09,Eletrônicos,"1358,96","0,18",2,25,9
2023-10-02,Livros,"66,18","0,19",3,4,10
2023-12-30,Casa e Decoração,"508,92","0,31",5,31,12
2023-07-01,Livros,"63,84","0,3",4,3,7
2023-06-16,Casa e Decoração,"275,13","0,18",2,7,6
2023-04-01,Vestuário,"81,99","0,34",5,3,4
2023-07-21,Vestuário,"117,8","0,05",2,7,7
2023-12-12,Casa e Decoração,"500,54","0,1",3,3,12
2023-01-19,Eletrônicos,"823,4","0,33",4,6,1
2023-02-08,Beleza,"98,83","0,15",2,2,2
2023-05-06,Beleza,"115,85","0,39",6,4,5
2023-06-22,Vestuário,"161,41","0,19",4,5,6
2023-05-21,Livros,"65,98","0,32",5,4,5
2023-08-30,Beleza,"106,39","0,16",4,4,8
2023-08-08,Casa e Decoração,"387,93","0,17",3,4,8
2023-05-06,Eletrônicos,"1682,72","0,15",2,6,5
2023-02-27,Vestuário,"108,39","0,29",4,1,2
2023-05-28,Vestuário,"159,62","0,22",4,4,5
2023-11-13,Eletrônicos,"654,53","0,38",7,6,11
2023-12-27,Eletrônicos,"577,88","0,1",2,5,12
2023-01-01,Beleza,"87,96","0,04",1,6,1
2023-12-14,Eletrônicos,"1363,01","0,16",1,6,12
2023-07-09,Casa e Decoração,"513,07","0,25",3,3,7
2023-07-10,Livros,"96,3","0,34",6,5,7
2023-11-08,Beleza,123,"0,14",3,5,11
2023-04-27,Vestuário,"179,09","0,26",3,8,4
2023-05-14,Beleza,94,"0,14",2,6,5
2023-02-27,Eletrônicos,"740,63","0,25",3,5,2
2023-02-13,Eletrônicos,"1156,19","0,35",4,6,2
2023-06-22,Casa e Decoração,"479,04","0,09",2,5,6
2023-06-09,Vestuário,"185,93","0,16",4,5,6
2023-06-22,Vestuário,"98,55","0,4",8,4,6
2023-11-13,Casa e Decoração,"411,4","0,35",3,5,11
2023-10-30,Eletrônicos,"1358,52","0,23",3,6,10
2023-05-29,Eletrônicos,"1304,97","0,21",2,6,5
2023-03-21,Vestuário,"148,89","0,11",1,6,3
2023-08-01,Beleza,"106,64","0,21",5,7,8
2023-07-22,Casa e Decoração,"419,73","0,34",5,6,7
2023-09-09,Vestuário,"124,34","0,27",5,5,9
2023-08-17,Vestuário,"168,2","0,12",1,3,8
2023-06-13,Eletrônicos,"1143,18","0,08",1,3,6
2023-08-15,Eletrônicos,"753,83","0,11",1,4,8
2023-05-27,Beleza,"75,96","0,07",4,5,5
2023-01-20,Vestuário,"87,45","0,04",3,7,1
2023-02-16,Eletrônicos,"1494,03","0,17",1,1,2
2023-08-21,Casa e Decoração,"385,59","0,05",1,3,8
2023-11-01,Casa e Decoração,"314,45","0,07",2,4,11
2023-01-14,Casa e Decoração,"492,05","0,22",4,3,1
2023-05-23,Eletrônicos,"1220,4","0,07",1,3,5
2023-01-01,Eletrônicos,"770,63","0,03",1,4,1
2023-02-23,Eletrônicos,"1068,16","0,13",1,3,2
2023-09-16,Eletrônicos,"1689,86","0,09",2,3,9
2023-05-24,Casa e Decoração,"283,05","0,21",3,33,5
2023-01-12,Beleza,"96,88","0,04",1,5,1
2023-11-26,Beleza,"108,6","0,3",5,6,11
2023-08-12,Beleza,"104,75","0,36",4,4,8
2023-09-29,Vestuário,"247,98","0,3",3,6,9
2023-12-24,Casa e Decoração,"232,37","0,21",5,6,12
2023-06-05,Vestuário,"106,94","0,34",6,5,6
2023-01-08,Vestuário,"103,61","0,28",4,4,1
2023-05-02,Vestuário,"138,16",0,2,4,5
2023-12-14,Eletrônicos,"1529,81","0,16",3,6,12
2023-06-13,Vestuário,"108,73","0,34",5,4,6
2023-03-31,Livros,"76,7","0,14",2,3,3
2023-05-16,Eletrônicos,"1210,54","0,01",1,4,5
2023-07-05,Eletrônicos,"867,3","0,3",5,7,7
2023-11-12,Vestuário,"79,95","0,32",5,4,11
2023-06-27,Beleza,"51,81","0,06",1,5,6
2023-01-28,Casa e Decoração,"283,41","0,21",4,4,1
2023-08-08,Casa e Decoração,"333,08","0,08",3,6,8
2023-12-23,Eletrônicos,"1603,82","0,29",3,5,12
2023-02-10,Casa e Decoração,"429,91","0,11",3,2,2
2023-08-16,Vestuário,"116,44","0,13",2,5,8
2023-07-11,Beleza,"100,22","0,34",6,2,7
2023-05-25,Casa e Decoração,"515,15","0,19",3,4,5
2023-07-20,Eletrônicos,"1762,18","0,27",2,4,7
2023-07-31,Eletrônicos,"1105,68","0,16",3,7,7
2023-08-08,Eletrônicos,"1487,49","0,12",1,5,8
2023-08-28,Vestuário,"205,6","0,25",2,3,8
2023-02-15,Vestuário,"89,72","0,06",1,4,2
2023-02-04,Casa e Decoração,"298,76","0,15",3,6,2
2023-09-10,Vestuário,"238,8","0,08",3,3,9
2023-03-23,Vestuário,"137,96","0,28",3,6,3
2023-09-13,Eletrônicos,"321,31","0,38",5,4,9
2023-07-16,Eletrônicos,"1163,71","0,4",3,3,7
2023-10-30,Beleza,"118,12","0,18",4,4,10
2023-01-10,Eletrônicos,"1201,95","0,1",3,2,1
2023-11-08,Casa e Decoração,"421,54","0,18",4,1,11
2023-10-13,Beleza,"113,46","0,34",6,4,10
2023-08-30,Casa e Decoração,"314,51","0,08",3,4,8
2023-09-08,Beleza,"77,02","0,38",3,5,9
2023-12-31,Vestuário,"156,14","0,14",3,4,12
2023-01-05,Livros,"62,67","0,39",5,8,1
2023-04-29,Eletrônicos,"1216,22","0,34",5,5,4
2023-10-16,Eletrônicos,"1228,55","0,32",1,2,10
2023-03-06,Casa e Decoração,"275,15","0,13",3,3,3
2023-05-26,Livros,"71,25",0,1,5,5
2023-08-12,Beleza,"104,98","0,15",4,4,8
2023-08-27,Eletrônicos,"799,2","0,12",3,3,8
2023-06-26,Vestuário,"134,43","0,01",1,4,6
2023-09-24,Livros,"61,4","0,2",3,4,9
2023-12-07,Vestuário,"128,63","0,16",3,7,12
2023-10-09,Beleza,"105,93","0,25",6,3,10
2023-03-04,Beleza,"88,33","0,25",4,4,3
2023-08-05,Vestuário,"156,76","0,05",1,7,8
2023-12-08,Vestuário,"133,97","0,39",5,5,12
2023-11-11,Vestuário,"70,27","0,07",2,3,11
2023-10-10,Eletrônicos,"584,9","0,18",3,3,10
2023-06-26,Beleza,"104,74","0,2",3,3,6
2023-04-08,Vestuário,"160,68","0,33",4,5,4
2023-04-15,Beleza,"100,97","0,04",1,6,4
2023-04-09,Eletrônicos,"1240,34","0,17",3,7,4
2023-11-07,Livros,"63,22","0,25",3,2,11
2023-01-06,Vestuário,"188,76","0,09",2,6,1
2023-07-16,Eletrônicos,"1333,39","0,25",2,5,7
2023-12-17,Eletrônicos,"1512,27","0,37",2,4,12
2023-05-13,Beleza,"94,29","0,4",5,4,5
2023-12-24,Casa e Decoração,"319,96","0,01",3,2,12
2023-09-16,Beleza,"94,86","0,09",1,5,9
2023-01-23,Eletrônicos,"949,15","0,12",1,3,1
2023-02-22,Eletrônicos,"1086,05","0,16",1,3,2
2023-06-14,Vestuário,"157,1","0,1",2,5,6
2023-07-21,Vestuário,"156,57","0,08",4,2,7
2023-03-24,Vestuário,"145,74","0,38",5,3,3
2023-05-25,Livros,"39,18","0,37",5,6,5
2023-03-26,Livros,"69,55","0,02",1,5,3
2023-03-19,Livros,"72,51","0,14",3,4,3
2023-01-01,Beleza,"131,09","0,16",4,5,1
2023-02-20,Vestuário,"167,67","0,1",2,6,2
2023-06-22,Vestuário,"150,06","0,25",6,6,6
2023-07-24,Vestuário,"109,48","0,26",5,3,7
2023-09-17,Beleza,"127,3","0,34",5,3,9
2023-10-15,Eletrônicos,"1274,35","0,3",3,5,10
2023-02-03,Vestuário,"157,73","0,22",5,5,2
2023-12-14,Eletrônicos,"1123,78","0,26",3,2,12
2023-04-05,Vestuário,"137,28","0,11",4,3,4
2023-03-13,Beleza,"107,21","0,24",6,4,3
2023-02-08,Beleza,"64,46","0,2",3,5,2
2023-06-03,Eletrônicos,"1687,63","0,05",1,5,6
2023-09-07,Livros,"81,11","0,1",3,2,9
2023-06-11,Casa e Decoração,"314,59","0,12",3,5,6
2023-04-28,Eletrônicos,"940,84","0,37",5,3,4
2023-09-16,Vestuário,"69,39","0,09",1,25,9
2023-11-02,Vestuário,"99,94","0,12",2,4,11
2023-09-25,Eletrônicos,"1418,97","0,15",1,4,9
2023-02-23,Livros,"64,73","0,27",5,6,2
2023-08-24,Vestuário,"169,75","0,05",1,3,8
2023-08-10,Beleza,"43,86","0,38",7,5,8
2023-09-08,Vestuário,"134,17","0,35",6,2,9
2023-11-09,Eletrônicos,"1610,18","0,23",3,4,11
2023-04-22,Vestuário,"146,16","0,27",3,5,4
2023-09-12,Eletrônicos,"818,31","0,01",1,5,9
2023-10-30,Vestuário,"145,54","0,14",3,5,10
2023-07-26,Livros,"48,43","0,32",5,6,7
2023-08-17,Vestuário,"163,35","0,03",2,4,8
2023-12-07,Casa e Decoração,"352,05","0,11",2,5,12
2023-03-07,Eletrônicos,"1362,99","0,23",3,7,3
2023-03-16,Eletrônicos,"834,62","0,1",3,4,3
2023-04-13,Eletrônicos,"1065,39","0,37",3,7,4
2023-07-11,Casa e Decoração,"459,04","0,05",3,6,7
2023-09-09,Eletrônicos,"793,72","0,32",5,4,9
2023-08-14,Vestuário,"109,88","0,2",2,4,8
2023-10-21,Casa e Decoração,"369,93","0,3",5,5,10
2023-11-02,Vestuário,"161,47","0,12",3,6,11
2023-04-08,Eletrônicos,"1053,35","0,21",1,5,4
2023-12-04,Vestuário,"138,86","0,34",5,4,12
2023-10-13,Livros,68,"0,19",3,1,10
2023-12-01,Casa e Decoração,"434,96","0,14",2,6,12
2023-12-13,Vestuário,"107,23","0,21",4,2,12
2023-11-04,Eletrônicos,"1309,3","0,29",2,2,11
2023-09-06,Livros,"82,68","0,18",5,4,9
2023-06-15,Casa e Decoração,"338,41","0,38",4,3,6
2023-12-01,Vestuário,"106,81","0,12",3,5,12
2023-01-30,Beleza,"61,85","0,19",2,4,1
2023-09-04,Vestuário,"143,57","0,3",4,6,9
2023-04-16,Vestuário,"191,43","0,28",4,2,4
2023-02-20,Casa e Decoração,"345,92","0,35",4,4,2
2023-03-22,Eletrônicos,"1256,77","0,4",4,5,3
2023-05-13,Livros,"45,05","0,17",2,5,5
2023-10-12,Beleza,"114,58","0,04",3,6,10
2023-05-18,Casa e Decoração,"235,43","0,01",2,3,5
2023-07-03,Eletrônicos,"1048,65","0,29",3,4,7
2023-11-26,Eletrônicos,"1388,97","0,35",3,5,11
2023-09-30,Vestuário,"68,42","0,09",4,1,9
2023-12-06,Beleza,"94,35","0,06",1,5,12
2023-03-10,Vestuário,"108,44","0,02",1,6,3
2023-02-03,Vestuário,"150,66","0,33",3,2,2
2023-09-19,Beleza,"81,2","0,12",3,4,9
2023-02-22,Eletrônicos,"1831,75","0,16",1,22,2
2023-07-24,Casa e Decoração,"310,69","0,2",4,5,7
2023-05-06,Eletrônicos,"1752,8","0,34",4,5,5
2023-08-23,Livros,"68,8","0,26",4,6,8
2023-02-12,Vestuário,"117,94","0,25",4,7,2
2023-08-28,Eletrônicos,"1299,24","0,07",2,5,8
2023-04-21,Vestuário,"137,82","0,21",5,4,4
2023-09-06,Vestuário,"159,69","0,29",5,6,9
2023-05-31,Beleza,"72,15","0,39",5,4,5
2023-07-02,Beleza,"132,25","0,08",3,3,7
2023-12-02,Casa e Decoração,"442,54",0,1,4,12
2023-04-05,Eletrônicos,"1209,53","0,03",1,5,4
2023-01-08,Eletrônicos,"1718,73","0,15",1,4,1
2023-12-26,Eletrônicos,"1222,28","0,33",3,4,12
2023-07-03,Casa e Decoração,"459,76",0,1,3,7
2023-10-08,Beleza,"90,96","0,18",5,7,10
2023-07-14,Vestuário,"165,76","0,13",2,4,7
2023-12-18,Eletrônicos,"1175,57","0,02",2,3,12
2023-07-14,Casa e Decoração,"359,53","0,18",3,4,7
2023-06-04,Beleza,"94,26","0,1",1,6,6
2023-04-03,Beleza,"73,26","0,14",2,5,4
2023-06-09,Beleza,"79,97","0,28",5,4,6
2023-03-02,Vestuário,"141,33","0,21",4,5,3
2023-05-02,Eletrônicos,"1268,91","0,05",1,5,5
2023-02-20,Beleza,"89,24","0,38",7,3,2
2023-10-04,Casa e Decoração,"467,3","0,25",3,25,10
2023-01-05,Vestuário,"183,88","0,31",3,5,1
2023-04-02,Beleza,"85,09","0,03",1,4,4
2023-06-19,Beleza,"124,54","0,02",2,5,6
2023-11-13,Casa e Decoração,"537,3","0,01",2,5,11
2023-01-22,Casa e Decoração,"145,62","0,08",3,5,1
2023-11-22,Vestuário,"187,29","0,17",2,4,11
2023-01-01,Vestuário,"122,28","0,37",4,4,1
2023-05-13,Vestuário,"182,03","0,18",2,3,5
2023-08-21,Beleza,"120,96","0,12",2,4,8
2023-01-12,Beleza,"68,08","0,22",5,5,1
2023-12-12,Beleza,"43,69","0,04",3,7,12
2023-02-15,Eletrônicos,"1450,63","0,24",2,6,2
2023-02-03,Beleza,"93,39","0,23",4,5,2
2023-03-19,Beleza,"48,29","0,32",4,7,3
2023-08-06,Casa e Decoração,"602,96","0,39",5,4,8
2023-10-28,Beleza,"105,61","0,1",1,3,10
2023-03-14,Beleza,"106,75","0,2",4,7,3
2023-10-09,Vestuário,"204,63","0,36",4,5,10
2023-09-06,Vestuário,"126,77","0,31",5,2,9
2023-02-16,Eletrônicos,"1239,14","0,19",2,7,2
2023-05-01,Vestuário,"97,23","0,38",4,27,5
2023-08-02,Casa e Decoração,"289,21","0,02",3,4,8
2023-08-27,Beleza,"99,64","0,37",5,6,8
2023-02-25,Eletrônicos,"700,41","0,02",1,7,2
2023-12-16,Eletrônicos,"1009,11","0,22",3,3,12
2023-04-17,Casa e Decoração,"257,21","0,36",3,7,4
2023-11-15,Eletrônicos,"1242,63","0,11",2,6,11
2023-02-17,Eletrônicos,"1372,41","0,19",2,3,2
2023-03-02,Eletrônicos,"1422,65","0,13",2,4,3
2023-12-03,Eletrônicos,"1499,64","0,38",2,7,12
2023-01-26,Eletrônicos,"1611,64","0,33",3,2,1
2023-10-19,Vestuário,"174,29","0,28",4,7,10
2023-09-14,Vestuário,"225,49","0,24",5,6,9
2023-01-08,Beleza,"92,99","0,33",5,5,1
2023-04-23,Vestuário,"143,07","0,16",3,5,4
2023-12-21,Beleza,"105,18","0,18",4,7,12
2023-09-10,Eletrônicos,"1135,08","0,29",5,8,9
2023-06-29,Eletrônicos,"1755,77","0,14",1,4,6
2023-07-26,Beleza,"118,27","0,03",1,5,7
2023-10-30,Eletrônicos,"1425,08","0,03",1,7,10
2023-05-07,Vestuário,"155,26","0,05",2,3,5
2023-02-25,Casa e Decoração,"309,25","0,35",3,5,2
2023-08-02,Casa e Decoração,"420,13","0,19",3,6,8
2023-01-14,Eletrônicos,"861,87","0,29",4,1,1
2023-01-28,Vestuário,"211,37","0,16",1,6,1
2023-03-19,Casa e Decoração,"332,24","0,1",3,3,3
2023-08-04,Eletrônicos,"1291,53","0,14",1,5,8
2023-12-31,Casa e Decoração,"259,04","0,32",4,6,12
2023-06-03,Beleza,"108,07","0,25",3,1,6
2023-01-14,Livros,"53,19","0,38",3,6,1
2023-07-06,Eletrônicos,"1394,77","0,27",2,8,7
2023-11-08,Beleza,"108,93","0,23",6,4,11
2023-01-07,Vestuário,"124,09","0,24",3,5,1
2023-01-03,Vestuário,"105,06","0,38",4,7,1
2023-04-21,Eletrônicos,"1659,57","0,32",3,2,4
2023-08-26,Beleza,"85,19","0,01",1,6,8
2023-12-29,Eletrônicos,"1267,45","0,21",2,6,12
2023-08-27,Vestuário,"169,42","0,28",4,5,8
2023-10-01,Eletrônicos,"823,89","0,3",4,5,10
2023-10-21,Beleza,"101,57","0,09",2,3,10
2023-08-15,Beleza,"92,48","0,35",5,7,8
2023-01-15,Beleza,"73,91","0,38",6,5,1
2023-07-11,Vestuário,"103,74","0,09",1,3,7
2023-04-29,Eletrônicos,"1381,77","0,35",1,4,4
2023-01-28,Casa e Decoração,"462,77","0,04",2,5,1
2023-07-21,Vestuário,"157,14","0,02",4,33,7
2023-02-08,Eletrônicos,"769,66","0,05",1,5,2
2023-09-30,Casa e Decoração,"244,27","0,02",2,4,9
2023-08-19,Livros,"53,52","0,34",5,7,8
2023-03-27,Beleza,"129,12","0,02",3,2,3
2023-05-06,Beleza,"83,83","0,11",2,6,5
2023-10-27,Livros,"52,97","0,04",2,7,10
2023-01-25,Eletrônicos,"697,95","0,12",3,2,1
2023-05-25,Casa e Decoração,"284,33","0,04",1,2,5
2023-01-13,Livros,"41,51","0,27",3,7,1
2023-07-31,Eletrônicos,"899,05","0,05",2,3,7
2023-01-25,Beleza,93,"0,34",4,9,1
2023-03-09,Casa e Decoração,"309,88","0,33",3,2,3
2023-03-08,Casa e Decoração,"519,95","0,01",3,5,3
2023-08-21,Casa e Decoração,"457,8","0,36",4,4,8
2023-04-19,Livros,"50,87","0,01",2,4,4
2023-05-26,Beleza,"67,08","0,1",2,5,5
2023-04-21,Eletrônicos,"1614,79","0,01",1,5,4
2023-08-16,Beleza,"131,5","0,13",3,4,8
2023-04-21,Eletrônicos,"541,73","0,21",3,3,4
2023-02-03,Vestuário,"153,71","0,32",4,6,2
2023-04-21,Vestuário,"139,92","0,14",3,5,4
2023-09-21,Vestuário,"175,96","0,28",4,5,9
2023-08-24,Vestuário,"227,71","0,08",1,5,8
2023-03-24,Livros,"52,74","0,3",3,6,3
2023-02-11,Beleza,"38,48","0,09",3,3,2
2023-04-11,Casa e Decoração,"407,9","0,06",1,5,4
2023-01-06,Eletrônicos,"1616,99","0,07",2,4,1
2023-06-29,Livros,"55,44","0,07",2,6,6
2023-10-09,Livros,"49,42","0,21",3,4,10
2023-11-16,Beleza,"79,07","0,34",5,5,11
2023-08-14,Eletrônicos,"1455,06","0,03",1,4,8
2023-11-11,Eletrônicos,"1063,66","0,28",3,5,11
2023-12-31,Eletrônicos,"1298,63","0,26",3,3,12
2023-08-17,Eletrônicos,"1208,34","0,35",4,5,8
2023-10-16,Vestuário,"146,98","0,1",4,6,10
2023-05-30,Livros,"70,52","0,18",6,5,5
2023-10-04,Vestuário,"130,86","0,37",6,5,10
2023-07-17,Eletrônicos,"1070,82","0,26",4,7,7
2023-03-11,Vestuário,"181,9","0,16",5,6,3
2023-04-22,Eletrônicos,"903,92","0,05",1,6,4
2023-01-04,Eletrônicos,"935,93","0,1",2,5,1
2023-12-16,Vestuário,"99,59","0,23",3,6,12
2023-11-27,Vestuário,"183,96","0,29",5,7,11
2023-11-14,Beleza,"87,37","0,05",2,4,11
2023-12-16,Livros,"40,3","0,24",3,20,12
2023-04-05,Vestuário,"184,15","0,22",4,5,4
2023-06-01,Vestuário,"127,78","0,21",4,4,6
2023-11-07,Beleza,"68,21","0,28",3,4,11
2023-05-17,Vestuário,"142,17","0,33",4,5,5
2023-09-04,Eletrônicos,"1643,62","0,13",1,21,9
2023-08-31,Beleza,"80,13","0,36",5,6,8
2023-01-31,Eletrônicos,"1372,6","0,06",2,4,1
2023-02-09,Casa e Decoração,"422,71","0,07",1,5,2
2023-08-17,Casa e Decoração,"394,33","0,11",2,7,8
2023-02-05,Vestuário,"200,84","0,05",1,5,2
2023-08-11,Vestuário,"121,72","0,09",3,7,8
2023-01-06,Beleza,"63,92","0,04",2,4,1
2023-11-18,Eletrônicos,"881,11","0,33",4,3,11
